country,region,plan_name,pub_yr,MPA,MPA_designation,climate_considering,climate_robustness_score
United States,USA,Maine Coastal Islands National Wildlife Refuge Final Comprehensive Conservation Plan,2005,Pond Island National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Maine Coastal Islands National Wildlife Refuge Final Comprehensive Conservation Plan,2005,Seal Island National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Management Plan - Kagman Wildlife Conservation Area and Forbidden Island Marine Sanctuary,2007,Forbidden Island Marine Sanctuary,Marine Sanctuary,no,NA
United States,USA,Management Plan - Kagman Wildlife Conservation Area and Forbidden Island Marine Sanctuary,2007,Kagman Wildlife Conservation Area,Wildlife Conservation Area,no,NA
United States,USA,Management Plan for the Managaha Marine Conservation Area,2005,Managaha Marine Conservation Area,Marine Conservation Area,no,NA
United States,USA,"Management Policy for False Bay, Argyle Lagoon, and Parks Bay Marine Preserves",2019,Argyle Lagoon Marine Preserve,Marine Preserve,no,NA
United States,USA,"Management Policy for False Bay, Argyle Lagoon, and Parks Bay Marine Preserves",2019,False Bay Marine Preserve,Marine Preserve,no,NA
United States,USA,Marin Islands National Wildlife Refuge Comprehensive Conservation Plan and Environmental Assessment,2007,Marin Islands National Wildlife Refuge,National Wildlife Refuge,yes,NA
United States,USA,Maury Island Aquatic Reserve Management Plan,2014,Maury Island Aquatic Reserve,Aquatic Reserve,yes,8
United States,USA,Merritt Island National Wildlife Refuge Comprehensive Conservation Plan,2008,Merritt Island National Wildlife Refuge,National Wildlife Refuge,yes,14
United States,USA,Mission-Aransas National Estuarine Research Reserve Management Plan,2015,Mission-Aransas National Estuarine Research Reserve,National Estuarine Research Reserve,yes,16
United States,USA,Molokini Shoal Marine Life Conservation District Conservation Action Plan,2014,Molokini Shoal Marine Life Conservation District,Marine Life Conservation District,no,NA
United States,USA,Monitor National Marine Sanctuary Final Management Plan and Environmental Assessment,2013,Monitor National Marine Sanctuary,National Marine Sanctuary,yes,3
United States,USA,Monomoy National Wildlife Refuge Comprehensive Conservation Plan,2016,Monomoy National Wildlife Refuge,National Wildlife Refuge,yes,21
United States,USA,Monterey Bay National Marine Sanctuary Final Management Plan,2008,Monterey Bay National Marine Sanctuary,National Marine Sanctuary,yes,5
United States,USA,Mosquito Lagoon Aquatic Preserve Management Plan,2009,Mosquito Lagoon Aquatic Preserve,Aquatic Preserve,yes,8
United States,USA,Mound Key Archaeological State Park Unit Management Plan,2003,Mound Key Archaeological State Park,Archaeological State Park,no,NA
United States,USA,Narragansett Bay National Estuarine Research Reserve Management Plan,2010,Narragansett Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,15
United States,USA,Narrow River Special Area Management Plan,1999,Narrow River Special Area,Special Area,yes,8
United States,USA,Nestucca Bay National Wildlife Refuge Comprehensive Conservation Plan,2013,Nestucca Bay National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Ninigret National Wildlife Refuge Comprehensive Conservation Plan,2002,Ninigret National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Nisqually National Wildlife Refuge Final Comprehensive Conservation Plan,2005,Nisqually National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Nisqually Reach Aquatic Reserve Management Plan,2011,Nisqually Reach Aquatic Reserve,Aquatic Reserve,yes,14
United States,USA,Nomans Land Island National Wildlife Refuge Comprehensive Conservation Plan,2010,Nomans Land Island National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,North Carolina National Estuarine Research Reserve Management Plan,2009,North Carolina National Estuarine Research Reserve,National Estuarine Research Reserve,yes,12
United States,USA,North Fork St. Lucie River Aquatic Preserve Management Plan,2009,North Fork St. Lucie Aquatic Preserve,Aquatic Preserve,yes,18
United States,USA,North Inlet-Winyah Bay National Estuarine Research Reserve Management Plan,2011,North Inlet-Winyah Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,11
United States,USA,Old Woman Creek National Estuarine Research Reserve Management Plan,2011,Old Woman Creek National Estuarine Research Reserve,National Estuarine Research Reserve,yes,15
United States,USA,Oleta River State Park Unit Management Plan,2008,Oleta River State Park,State Park,no,NA
United States,USA,Olympic Coast National Marine Sanctuary Final Management Plan and Environmental Assessment,2011,Olympic Coast National Marine Sanctuary,National Marine Sanctuary,yes,11
United States,USA,Olympic National Park Final General Management Plan / Environmental Impact Statement,2006,Olympic National Park,National Park,yes,13
United States,USA,Oscar Scherer State Park Unit Management Plan,2011,Oscar Scherer State Park,State Park,no,NA
United States,USA,Otter Rock Marine Reserve Site Management Plan,2013,Otter Rock Marine Reserve,Marine Reserve,no,NA
United States,USA,Padilla Bay National Estuarine Research Reserve Management Plan,2008,Padilla Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,18
United States,USA,Padre Island National Seashore Draft General Management Plan / Development Concept Plan and Environmental Assessment,1981,Padre Island National Seashore,National Seashore,no,NA
United States,USA,Papahanaumokuakea Marine National Monument Management Plan,2008,Papahanaumokuakea Marine National Monument,Marine National Monument,yes,15
United States,USA,Pea Island National Wildlife Refuge Comprehensive Conservation Plan,2006,Pea Island National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Pearl Harbor National Wildlife Refuge Comprehensive Conservation Plan,2010,Pearl Harbor National Wildlife Refuge,National Wildlife Refuge,yes,12
United States,USA,Pelican Island National Wildlife Refuge Comprehensive Conservation Plan,2006,Pelican Island National Wildlife Refuge,National Wildlife Refuge,yes,6
United States,USA,Pellicer Creek Aquatic Preserve Management Plan,1989,Pellicer Creek Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Pinellas County and Boca Ciega Bay Aquatic Preserves Management Plan,2018,Boca Ciega Bay Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Pinellas County and Boca Ciega Bay Aquatic Preserves Management Plan,2018,Pinellas County Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,Point Reyes National Seashore General Management Plan,1980,Point Reyes National Seashore,National Seashore,no,NA
United States,USA,Prime Hook National Wildlife Refuge Comprehensive Conservation Plan,2013,Prime Hook National Wildlife Refuge,National Wildlife Refuge,yes,17
United States,USA,Protection Island and San Juan Islands National Wildlife Refuges Comprehensive Conservation Plan and San Juan Islands Wilderness Stewardship Plan,2010,Protection Island National Wildlife Refuge,National Wildlife Refuge,yes,17
United States,USA,Protection Island and San Juan Islands National Wildlife Refuges Comprehensive Conservation Plan and San Juan Islands Wilderness Stewardship Plan,2010,San Juan Islands National Wildlife Refuge,National Wildlife Refuge,yes,17
United States,USA,Protection Island Aquatic Reserve Management Plan,2010,Protection Island Aquatic Reserve,Aquatic Reserve,yes,11
United States,USA,Protection Island Aquatic Reserve Management Plan,2010,Zella M. Schultz Seabird Sanctuary,Seabird Sanctuary,yes,11
United States,USA,Pumpkin Hill Creek Preserve State Park Unit Management Plan,2006,Pumpkin Hill Creek Preserve State Park,Preserve State Park,no,NA
United States,USA,Rachel Carson National Wildlife Refuge Comprehensive Conservation Plan and Environmental Assessment,2007,Rachel Carson National Wildlife Refuge,National Wildlife Refuge,yes,14
United States,USA,Redfish Rocks Marine Reserve Site Management Plan,2012,Redfish Rocks Marine Reserve,Marine Reserve,yes,6
United States,USA,Resource Management Plan - Kalaupapa National Historic Park,2000,Kalaupapa National Historic Park,National Historic Park,no,NA
United States,USA,Rockefeller Wildlife Refuge Management Plan,2011,Rockefeller Wildlife Refuge,Wildlife Refuge,no,NA
United States,USA,Rocky Bayou Aquatic Preserve Management Plan,2018,Rocky Bayou Aquatic Preserve,Aquatic Preserve,yes,NA
United States,USA,Rookery Bay National Estuarine Research Reserve Management Plan,2009,Cape Romano - Ten Thousand Islands Aquatic Preserve,Aquatic Preserve,yes,17
United States,USA,Rookery Bay National Estuarine Research Reserve Management Plan,2009,Rookery Bay Aquatic Preserve,Aquatic Preserve,yes,17
United States,USA,Rookery Bay National Estuarine Research Reserve Management Plan,2009,Rookery Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,17
United States,USA,Rose Atoll National Wildlife Refuge Comprehensive Conservation Plan,2014,Rose Atoll National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Sachuest Point National Wildlife Refuge Comprehensive Conservation Plan,2002,Sachuest Point National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,Salt Pond Region Special Area Management Plan,1999,Salt Pond Region Special Area,Special Area,yes,5
United States,USA,San Diego Bay National Wildlife Refuge Sweetwater Marsh and South San Diego Bay Units Comprehensive Conservation Plan and Environmental Impact Statement,2006,San Diego Bay National Wildlife Refuge,National Wildlife Refuge,no,NA
United States,USA,San Francisco Bay National Estuarine Research Reserve Management Plan,2018,San Francisco Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,16
United States,USA,San Marcos De Apalache Historic State Park Unit Management Plan,2015,San Marcos De Apalache Historic State Park,Historic State Park,no,NA
United States,USA,San Pablo Bay National Wildlife Refuge Final Comprehensive Conservation Plan,2011,San Pablo Bay National Wildlife Refuge,National Wildlife Refuge,yes,NA
United States,USA,San Pedro Underwater Archaeological Preserve State Park Unit Management Plan,2012,San Pedro Underwater Archaeological Preserve State Park,State Park,no,NA
United States,USA,Savannah Coastal National Wildlife Refuges Complex Comprehensive Conservation Plan,2011,Blackbeard Island National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Savannah Coastal National Wildlife Refuges Complex Comprehensive Conservation Plan,2011,Harris Neck National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Savannah Coastal National Wildlife Refuges Complex Comprehensive Conservation Plan,2011,Pinckney Island National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Savannah Coastal National Wildlife Refuges Complex Comprehensive Conservation Plan,2011,Tybee National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Savannah Coastal National Wildlife Refuges Complex Comprehensive Conservation Plan,2011,Wassaw National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Seabranch Preserve State Park Unit Management Plan,2014,Seabranch Preserve State Park,Preserve State Park,yes,8
United States,USA,Seal Beach National Wildlife Refuge Final Comprehensive Conservation Plan,2012,Seal Beach National Wildlife Refuge,National Wildlife Refuge,yes,17
United States,USA,Sebastian Inlet State Park Unit Management Plan,2008,Sebastian Inlet State Park,State Park,no,NA
United States,USA,Shell Keys National Wildlife Refuge Comprehensive Conservation Plan,2008,Shell Keys National Wildlife Refuge,National Wildlife Refuge,yes,4
United States,USA,Siletz Bay National Wildlife Refuge Comprehensive Conservation Plan,2013,Siletz Bay National Wildlife Refuge,National Wildlife Refuge,yes,17
United States,USA,Smith & Minor Islands Aquatic Reserve Management Plan,2010,Smith and Minor Islands Aquatic Reserve,Aquatic Reserve,yes,10
United States,USA,South Puget Sound Wildlife Area Management Plan,2006,South Puget Sound Wildlife Area,Wildlife Area,no,NA
United States,USA,South Slough National Estuarine Research Reserve Management Plan,2017,South Slough National Estuarine Research Reserve,National Estuarine Research Reserve,yes,15
United States,USA,St. Andrews Aquatic Preserve Management Plan,2017,St. Andrews Aquatic Preserve,Aquatic Preserve,no,NA
United States,USA,St. Andrews State Park Unit Management Plan,2016,St. Andrews State Park,State Park,no,NA
United States,USA,St. Croix East End Marine Park Management Plan,2002,St. Croix East End Marine Park,Marine Park,no,NA
United States,USA,St. Joseph Bay Aquatic Preserve Management Plan,2008,St. Joseph Bay Aquatic Preserve,Aquatic Preserve,yes,9
United States,USA,St. Lucie Inlet Preserve State Park Unit Management Plan,2014,St. Lucie Inlet Preserve State Park,Preserve State Park,yes,7
United States,USA,St. Marks National Wildlife Refuge Comprehensive Conservation Plan,2006,St. Marks National Wildlife Refuge,National Wildlife Refuge,yes,5
United States,USA,St. Martins Marsh Aquatic Preserve Management Plan,2017,St. Martins Marsh Aquatic Preserve,Aquatic Preserve,yes,9
United States,USA,St. Sebastian River Preserve State Park Unit Management Plan,2019,St. Sebastian River Preserve State Park,Preserve State Park,yes,9
United States,USA,St. Thomas East End Reserves Management Plan,2011,St. Thomas East End Reserves,Reserve,yes,18
United States,USA,St. Vincent National Wildlife Refuge Comprehensive Conservation Plan,2012,St. Vincent National Wildlife Refuge,National Wildlife Refuge,yes,16
United States,USA,Stellwagen Bank National Marine Sanctuary Final Management Plan and Environmental Assessment,2010,Stellwagen Bank National Marine Sanctuary,National Marine Sanctuary,yes,14
United States,USA,Stump Pass Beach State Park Unit Management Plan,2013,Stump Pass Beach State Park,State Park,yes,13
United States,USA,Supawna Meadows National Wildlife Refuge Comprehensive Conservation Plan,2011,Supawna Meadows National Wildlife Refuge,National Wildlife Refuge,yes,11
United States,USA,Swanquarter National Wildlife Refuge Comprehensive Conservation Plan,2008,Swanquarter National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,T.H. Stone Memorial St. Joseph Peninsula State Park Unit Management Plan,2014,T.H. Stone Memorial St. Joseph Peninsula State Park,State Park,no,NA
United States,USA,Tampa Bay Refuges Comprehensive Conservation Plan,2010,Egmont Key National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Tampa Bay Refuges Comprehensive Conservation Plan,2010,Passage Key National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Tampa Bay Refuges Comprehensive Conservation Plan,2010,Pinellas National Wildlife Refuge,National Wildlife Refuge,yes,9
United States,USA,Ten Thousand Islands National Wildlife Refuge Comprehensive Conservation Plan,2000,Ten Thousand Islands National Wildlife Refuge,National Wildlife Refuge,yes,NA
United States,USA,Tera Ceia Aquatic Preserve Management Plan,2009,Terra Ceia Aquatic Preserve,Aquatic Preserve,yes,8
United States,USA,Terra Ceia Preserve State Park Unit Management Plan,2012,Terra Ceia Preserve State Park,Preserve State Park,no,NA
United States,USA,"Texas Chenier Plain Refuge Complex Final Environmental Impact Statement, Comprehensive Conservation Plan, and Land Protection Plan",2008,Anahuac National Wildlife Refuge,National Wildlife Refuge,yes,10
United States,USA,Texas Mid-Coast National Wildlife Refuge Complex Comprehensive Conservation Plan and Environmental Assessment,2012,Big Boggy National Wildlife Refuge,National Wildlife Refuge,yes,20
United States,USA,Texas Mid-Coast National Wildlife Refuge Complex Comprehensive Conservation Plan and Environmental Assessment,2012,Brazoria National Wildlife Refuge,National Wildlife Refuge,yes,20
United States,USA,Texas Mid-Coast National Wildlife Refuge Complex Comprehensive Conservation Plan and Environmental Assessment,2012,San Bernard National Wildlife Refuge,National Wildlife Refuge,yes,20
United States,USA,The Barnacle Historic State Park Unit Management Plan,2016,The Barnacle Historic State Park,Historic State Park,no,NA
United States,USA,Thunder Bay National Marine Sanctuary Final Management Plan,2009,Thunder Bay National Marine Sanctuary,National Marine Sanctuary,yes,11
United States,USA,Tijuana River National Estuarine Research Reserve Comprehensive Management Plan,2010,Tijuana River National Estuarine Research Reserve,National Estuarine Research Reserve,yes,11
United States,USA,Tijuana River National Estuarine Research Reserve Comprehensive Management Plan,2010,"Tijuana River Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",yes,11
United States,USA,Tomoka Basin State Parks Unit Management Plan,2012,Bulow Creek State Park,State Park,no,NA
United States,USA,Tomoka Basin State Parks Unit Management Plan,2012,Bulow Plantation Ruins Historic State Park,Historic State Park,no,NA
United States,USA,Tomoka Basin State Parks Unit Management Plan,2012,Tomoka State Park,State Park,no,NA
United States,USA,Topsail Hill Preserve State Park Unit Management Plan,2007,Topsail Hill Preserve State Park,Preserve State Park,no,NA
United States,USA,"Virgin Islands National Park General Management Plan, Development Concept Plan & Environmental Assessment",1983,Virgin Islands National Park,National Park,no,NA
United States,USA,Waccasassa Bay Preserve State Park Unit Management Plan,2005,Waccasassa Bay Preserve State Park,Preserve State Park,yes,12
United States,USA,Waquoit Bay National Estuarine Research Reserve Management Plan,2014,Waquoit Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,14
United States,USA,Weeks Bay National Estuarine Research Reserve Management Plan,2017,Weeks Bay National Estuarine Research Reserve,National Estuarine Research Reserve,yes,14
United States,USA,Wells National Estuarine Research Reserve Management Plan,2013,Wells National Estuarine Research Reserve,National Estuarine Research Reserve,yes,12
United States,USA,Werner-Boyce Salt Springs State Park Unit Management Plan,2013,Werner-Boyce Salt Springs State Park,State Park,yes,12
United States,USA,Willapa National Wildlife Refuge Final Comprehensive Conservation Plan and Environmental Impact Statement,2011,Willapa National Wildlife Refuge,National Wildlife Refuge,yes,13
United States,USA,Windley Key Fossil Reef Geological State Park Unit Management Plan,2012,Windley Key Fossil Reef Geological State Park,Geological State Park,no,NA
United States,USA,Wolf Island National Wildlife Refuge Comprehensive Conservation Plan,2008,Wolf Island National Wildlife Refuge,National Wildlife Refuge,yes,4
United States,USA,Woodard Bay Natural Resources Conservation Area Management Plan,2002,Woodard Bay Natural Resources Conservation Area,Natural Resources Conservation Area,no,NA
United States,USA,Yellow River Marsh Aquatic Preserve Management Plan,2017,Yellow River Marsh Aquatic Preserve,Aquatic Preserve,yes,NA
